club_1,club_2,dif,pj,pg,pe,pp
Def y Justicia,Arsenal,+2,11,5,3,3
Def y Justicia,Newells,+4,11,7,1,3
Def y Justicia,Huracan,-6,10,0,4,6
Def y Justicia,Estudiantes (LP),+3,10,5,3,2
Def y Justicia,Gimnasia (LP),+6,10,7,2,1
Def y Justicia,Boca Juniors,-5,10,1,3,6
Def y Justicia,Lanus,+3,10,5,3,2
Def y Justicia,Racing Club,+2,10,3,6,1
Def y Justicia,Velez,-2,9,2,3,4
Def y Justicia,Union,0,9,3,3,3
Def y Justicia,Independiente,+1,9,4,2,3
Def y Justicia,San Lorenzo,-3,9,2,2,5
Def y Justicia,Banfield,+7,9,7,2,0
Def y Justicia,Godoy Cruz,+1,9,3,4,2
Def y Justicia,Rosario Central,+2,9,4,3,2
Def y Justicia,River Plate,0,9,3,3,3
Def y Justicia,Tigre,+3,8,4,3,1
Def y Justicia,Colon,0,8,3,2,3
Def y Justicia,Argentinos,+1,8,4,1,3
Def y Justicia,Atl Tucuman,+4,8,5,2,1
Def y Justicia,Talleres (C),0,7,3,1,3
Def y Justicia,Aldosivi,+2,7,4,1,2
Def y Justicia,Patronato,+1,6,3,1,2
Def y Justicia,Belgrano,0,6,2,2,2
Def y Justicia,Sarmiento (J),-1,5,2,0,3
Def y Justicia,San Martin (SJ),0,5,1,3,1
Def y Justicia,Central Cba (SdE),-1,4,1,1,2
Def y Justicia,Atl Rafaela,+2,4,3,0,1
Def y Justicia,Olimpo,0,4,0,4,0
Def y Justicia,Temperley,+2,4,3,0,1
Def y Justicia,Quilmes,+1,4,2,1,1
Def y Justicia,Crucero (M),-1,1,0,0,1
Def y Justicia,Chacarita,+1,1,1,0,0
Def y Justicia,San Martin (T),+1,1,1,0,0
Def y Justicia,Nueva Chicago,+1,1,1,0,0
Def. de Belgrano,Estudiantes (BA),+12,21,16,1,4
Def. de Belgrano,Tigre,+3,20,8,7,5
Def. de Belgrano,Barracas Central,-2,19,5,7,7
Def. de Belgrano,Atlanta,+2,18,8,4,6
Def. de Belgrano,Independiente,-2,17,4,7,6
Def. de Belgrano,San Lorenzo,-13,17,2,0,15
Def. de Belgrano,Banfield,-6,17,4,3,10
Def. de Belgrano,Ferro,-2,16,5,4,7
Def. de Belgrano,Platense,-4,16,2,8,6
Def. de Belgrano,Racing Club,-10,16,2,2,12
Def. de Belgrano,River Plate,-9,16,2,3,11
Def. de Belgrano,Quilmes,+2,15,7,3,5
Def. de Belgrano,Gimnasia (LP),-3,15,5,2,8
Def. de Belgrano,Velez,-1,15,5,4,6
Def. de Belgrano,Lanus,-3,12,3,3,6
Def. de Belgrano,Argentino (Q),+3,11,6,2,3
Def. de Belgrano,Sp. Barracas,-1,11,4,2,5
Def. de Belgrano,Excursionistas,+1,11,5,2,4
Def. de Belgrano,Almagro,0,10,5,0,5
Def. de Belgrano,Estudiantes (LP),-1,8,3,1,4
Def. de Belgrano,El Porvenir,+1,7,4,0,3
Def. de Belgrano,Colegiales,+1,6,2,3,1
Def. de Belgrano,Argentinos,0,6,2,2,2
Def. de Belgrano,Chacarita,-3,6,1,1,4
Def. de Belgrano,Boca Juniors,-3,6,1,1,4
Def. de Belgrano,Nueva Chicago,-2,5,1,1,3
Def. de Belgrano,Huracan,-2,5,1,1,3
Def. de Belgrano,All Boys,-1,4,1,1,2
Def. de Belgrano,Talleres (RdE),-1,4,1,1,2
Def. de Belgrano,Dock Sud,0,2,1,0,1
Def. de Belgrano,Los Andes,-2,2,0,0,2
Def. de Belgrano,Dep. Español,0,2,1,0,1
Def. de Belgrano,Union,-1,2,0,1,1
Def. de Belgrano,Newells,-1,2,0,1,1
Dep Mandiyu (C),San Lorenzo,0,18,5,8,5
Dep Mandiyu (C),Ferro,-3,16,3,7,6
Dep Mandiyu (C),Racing Club,-3,16,4,5,7
Dep Mandiyu (C),Newells,-3,16,5,3,8
Dep Mandiyu (C),River Plate,-8,16,1,6,9
Dep Mandiyu (C),Velez,-2,16,3,8,5
Dep Mandiyu (C),Gimnasia (LP),+1,14,3,9,2
Dep Mandiyu (C),Platense,-1,14,3,7,4
Dep Mandiyu (C),Argentinos,-3,14,2,7,5
Dep Mandiyu (C),Dep. Español,-1,14,3,7,4
Dep Mandiyu (C),Independiente,-2,14,3,6,5
Dep Mandiyu (C),Boca Juniors,-7,14,1,5,8
Dep Mandiyu (C),Rosario Central,0,14,5,4,5
Dep Mandiyu (C),Estudiantes (LP),0,12,3,6,3
Dep Mandiyu (C),Talleres (C),-2,12,3,4,5
Dep Mandiyu (C),Huracan,-5,10,1,3,6
Dep Mandiyu (C),Lanus,-4,8,0,4,4
Dep Mandiyu (C),Belgrano,+2,8,3,4,1
Dep Mandiyu (C),Chaco For Ever,+1,6,3,1,2
Dep Mandiyu (C),Union,0,6,2,2,2
Dep Mandiyu (C),San Martin (T),-5,6,0,1,5
Dep Mandiyu (C),Racing (C),+2,4,2,2,0
Dep Mandiyu (C),Banfield,+1,4,2,1,1
Dep Mandiyu (C),Instituto,+2,4,3,0,1
Dep Mandiyu (C),Quilmes,0,2,1,0,1
Dep Mandiyu (C),Gimnasia (S),-1,2,0,1,1
Dep Mandiyu (C),Gimnasia (J),+1,2,1,1,0
Dep Mandiyu (C),Aldosivi,-1,2,0,1,1
Dep Mandiyu (C),Dep. Armenio,0,2,0,2,0
Dep Mandiyu (C),Chacarita,-2,2,0,0,2
Dep Mandiyu (C),Atl Regina (RN),0,2,1,0,1
Dep Mandiyu (C),Godoy Cruz,0,2,1,0,1
Dep. Armenio,Ferro,-1,6,0,5,1
Dep. Armenio,Platense,0,6,1,4,1
Dep. Armenio,Boca Juniors,-1,6,1,3,2
Dep. Armenio,River Plate,-1,4,1,1,2
Dep. Armenio,Velez,-1,4,0,3,1
Dep. Armenio,Dep. Español,-2,4,0,2,2
Dep. Armenio,Argentinos,-4,4,0,0,4
Dep. Armenio,Estudiantes (LP),-3,4,0,1,3
Dep. Armenio,Talleres (C),0,4,2,0,2
Dep. Armenio,Independiente,-2,4,0,2,2
Dep. Armenio,Racing Club,-1,4,0,3,1
Dep. Armenio,Gimnasia (LP),-1,4,0,3,1
Dep. Armenio,Newells,-1,4,1,1,2
Dep. Armenio,Instituto,+1,4,2,1,1
Dep. Armenio,Racing (C),0,4,1,2,1
Dep. Armenio,San Lorenzo,-2,4,0,2,2
Dep. Armenio,Rosario Central,-2,4,0,2,2
Dep. Armenio,Dep Mandiyu (C),0,2,0,2,0
Dep. Armenio,San Martin (T),+1,2,1,1,0
Dep. Armenio,Banfield,+2,2,2,0,0
Dep. Armenio,Union,0,2,1,0,1
Dep. Español,Platense,-3,32,8,13,11
Dep. Español,Ferro,+1,32,10,13,9
Dep. Español,River Plate,-16,32,5,6,21
Dep. Español,Boca Juniors,-5,30,6,13,11
Dep. Español,Newells,-6,30,5,14,11
Dep. Español,Gimnasia (LP),-1,29,9,10,10
Dep. Español,Independiente,-6,28,6,10,12
Dep. Español,San Lorenzo,-1,28,10,7,11
Dep. Español,Velez,0,27,9,9,9
Dep. Español,Rosario Central,-4,26,5,12,9
Dep. Español,Argentinos,+6,26,13,6,7
Dep. Español,Estudiantes (LP),-4,25,6,9,10
Dep. Español,Racing Club,+1,25,9,8,8
Dep. Español,Union,+3,20,8,7,5
Dep. Español,Talleres (C),-4,20,6,4,10
Dep. Español,Huracan,-4,18,3,8,7
Dep. Español,Lanus,-2,14,5,2,7
Dep. Español,Dep Mandiyu (C),+1,14,4,7,3
Dep. Español,Banfield,-3,12,2,5,5
Dep. Español,Instituto,0,12,5,2,5
Dep. Español,Belgrano,+2,10,4,4,2
Dep. Español,Racing (C),+3,10,5,3,2
Dep. Español,Gimnasia (J),-3,8,1,3,4
Dep. Español,Colon,+2,6,2,4,0
Dep. Español,Chacarita,-2,6,1,2,3
Dep. Español,Quilmes,+1,4,2,1,1
Dep. Español,San Martin (T),+1,4,2,1,1
Dep. Español,Temperley,+2,4,2,2,0
Dep. Español,Dep. Armenio,+2,4,2,2,0
Dep. Español,Chaco For Ever,-1,4,1,1,2
Dep. Español,Gimnasia (S),+1,4,2,1,1
Dep. Español,Los Andes,+1,2,1,1,0
Dep. Español,Sp. Italiano,+2,2,2,0,0
Dep. Español,Juv. Antoniana,+2,2,2,0,0
Dep. Español,Huracan (C),+1,2,1,1,0
Dep. Español,Almagro,0,2,1,0,1
Dep. Español,Def. de Belgrano,0,2,1,0,1
Dep. Español,Atlanta,-2,2,0,0,2
Dep. Español,Tigre,0,2,0,2,0
Dep. Moron,Union,-1,4,0,3,1
Dep. Moron,Newells,+2,4,3,0,1
Dep. Moron,Platense,-2,4,1,0,3
Dep. Moron,Quilmes,-3,4,0,1,3
Dep. Moron,Gimnasia (LP),-1,4,1,1,2
Dep. Moron,Los Andes,+1,4,2,1,1
Dep. Moron,Atlanta,-3,4,0,1,3
Dep. Moron,Argentinos,+2,4,3,0,1
Dep. Moron,Ferro,0,3,0,3,0
Dep. Moron,Banfield,-3,3,0,0,3
Dep. Moron,Velez,-2,2,0,0,2
Dep. Moron,Rosario Central,0,2,1,0,1
Dep. Moron,River Plate,-2,2,0,0,2
Dep. Moron,Racing Club,-2,2,0,0,2
Dep. Moron,Huracan,0,2,1,0,1
Dep. Moron,Estudiantes (LP),-1,2,0,1,1
Dep. Moron,Almagro,+2,2,2,0,0
Dep. Moron,Tigre,+1,2,1,1,0
Dep. Moron,Nueva Chicago,0,2,0,2,0
Dep. Moron,Colon,0,2,1,0,1
Dep. Moron,San Telmo,+1,1,1,0,0
Dep. Roca,Racing (C),-1,4,1,1,2
Dep. Roca,Velez,-2,4,0,2,2
Dep. Roca,Altos Hornos Zapla,+2,2,2,0,0
Dep. Roca,Gimnasia (LP),0,2,0,2,0
Dep. Roca,Independiente,-2,2,0,0,2
Dep. Roca,San Lorenzo (MdP),0,2,1,0,1
Dep. Roca,Platense,-2,2,0,0,2
Dep. Roca,Guarani (M),0,2,1,0,1
Dep. Roca,Racing Club,+2,2,2,0,0
Dep. Roca,San Martin (T),+1,2,1,1,0
Dep. Roca,Renato Cesarini (R),-1,2,0,1,1
Dep. Roca,Argentinos,0,2,1,0,1
Dep. Roca,Rosario Central,+1,2,1,1,0
Desamparados,Boca Juniors,-4,5,0,1,4
Desamparados,Estudiantes (LP),-2,4,0,2,2
Desamparados,Belgrano,+1,4,1,3,0
Desamparados,Huracan,-1,3,1,0,2
Desamparados,Banfield,-3,3,0,0,3
Desamparados,Rosario Central,-3,3,0,0,3
Desamparados,Ferro,0,2,0,2,0
Desamparados,Racing Club,0,2,1,0,1
Desamparados,San Lorenzo (MdP),+2,2,2,0,0
Desamparados,Independiente,0,2,1,0,1
Desamparados,Huracan (SR),+1,2,1,1,0
Desamparados,Puerto Comercial (IW),+2,2,2,0,0
Desamparados,All Boys,0,2,0,2,0
Desamparados,Argentinos,-2,2,0,0,2
Desamparados,Central Norte (S),0,2,1,0,1
Desamparados,Chacarita,-2,2,0,0,2
Desamparados,Union,+1,1,1,0,0
Desamparados,Newells,0,1,0,1,0
Desamparados,Atlanta,0,1,0,1,0
Desamparados,Gimnasia (M),+1,1,1,0,0
Desamparados,Ind Rivadavia,0,1,0,1,0
Desamparados,Kimberley (MdP),0,1,0,1,0
Desamparados,Atl Tucuman,-1,1,0,0,1
Desamparados,Gimnasia (J),+1,1,1,0,0
Desamparados,Gimnasia (LP),+1,1,1,0,0
Desamparados,Lanus,+1,1,1,0,0
Desamparados,Quilmes,-1,1,0,0,1
Desamparados,San Martin (M),0,1,0,1,0
Desamparados,River Plate,-1,1,0,0,1
Desamparados,San Lorenzo,-1,1,0,0,1
Desamparados,Colon,+1,1,1,0,0
Desamparados,Cipolletti,0,1,0,1,0
Desamparados,Chaco For Ever,-1,1,0,0,1
Desamparados,Talleres (C),-1,1,0,0,1
Desamparados,San Martin (T),-1,1,0,0,1
Desamparados,Velez,0,1,0,1,0
Desamparados,Platense,+1,1,1,0,0
Don Orione (CH),Argentinos,-1,1,0,0,1
Don Orione (CH),Gimnasia (LP),-1,1,0,0,1
Don Orione (CH),Ferro,+1,1,1,0,0
Don Orione (CH),Independiente,-1,1,0,0,1
Don Orione (CH),Huracan,+1,1,1,0,0
Don Orione (CH),Newells,-1,1,0,0,1
Don Orione (CH),Huracan (CR),+1,1,1,0,0
Don Orione (CH),San Martin (M),-1,1,0,0,1
Don Orione (CH),Juv. Antoniana,-1,1,0,0,1
Don Orione (CH),Kimberley (MdP),-1,1,0,0,1
Don Orione (CH),River Plate,-1,1,0,0,1
Don Orione (CH),Belgrano,-1,1,0,0,1
Don Orione (CH),Banfield,+1,1,1,0,0
Don Orione (CH),Guarani (M),-1,1,0,0,1
Estudiantes (BA),Quilmes,+10,36,19,8,9
Estudiantes (BA),River Plate,-14,29,5,5,19
Estudiantes (BA),Banfield,-4,26,7,8,11
Estudiantes (BA),Racing Club,-14,26,4,4,18
Estudiantes (BA),San Lorenzo,-10,22,4,4,14
Estudiantes (BA),Platense,-6,22,6,4,12
Estudiantes (BA),Gimnasia (LP),-8,22,4,6,12
Estudiantes (BA),Def. de Belgrano,-12,21,4,1,16
Estudiantes (BA),Atlanta,-6,21,6,3,12
Estudiantes (BA),Argentino (Q),+4,20,10,4,6
Estudiantes (BA),Independiente,-9,20,3,5,12
Estudiantes (BA),Tigre,-9,19,3,4,12
Estudiantes (BA),Ferro,-2,19,7,3,9
Estudiantes (BA),Barracas Central,-4,18,6,2,10
Estudiantes (BA),Velez,-4,16,3,6,7
Estudiantes (BA),Lanus,-8,13,1,3,9
Estudiantes (BA),Estudiantes (LP),-9,13,2,0,11
Estudiantes (BA),Boca Juniors,-8,12,1,2,9
Estudiantes (BA),Sp. Barracas,-7,11,1,2,8
Estudiantes (BA),Huracan,-3,11,3,2,6
Estudiantes (BA),Excursionistas,-4,10,1,4,5
Estudiantes (BA),Almagro,-1,9,2,4,3
Estudiantes (BA),El Porvenir,-2,8,2,2,4
Estudiantes (BA),Colegiales,0,7,2,3,2
Estudiantes (BA),Talleres (RdE),-2,6,2,0,4
Estudiantes (BA),All Boys,+1,6,2,3,1
Estudiantes (BA),Chacarita,-1,5,1,2,2
Estudiantes (BA),Argentinos,0,5,1,3,1
Estudiantes (BA),Nueva Chicago,+2,5,3,1,1
Estudiantes (BA),Newells,-2,4,0,2,2
Estudiantes (BA),Ind Rivadavia,-2,2,0,0,2
Estudiantes (BA),Dock Sud,-2,2,0,0,2
Estudiantes (BA),Rosario Central,0,2,1,0,1
Estudiantes (BA),Union,-2,2,0,0,2
Estudiantes (BA),Colon,-1,2,0,1,1
Estudiantes (BA),Circulo Dep. (O),+1,2,1,1,0
Estudiantes (BA),San Martin (T),0,2,0,2,0
Estudiantes (LP),Boca Juniors,-64,203,46,47,110
Estudiantes (LP),Independiente,-15,191,60,56,75
Estudiantes (LP),Racing Club,-3,190,70,47,73
Estudiantes (LP),San Lorenzo,-20,185,56,53,76
Estudiantes (LP),River Plate,-57,182,41,43,98
Estudiantes (LP),Velez,-5,175,60,50,65
Estudiantes (LP),Gimnasia (LP),+16,174,64,62,48
Estudiantes (LP),Huracan,+17,166,69,45,52
Estudiantes (LP),Rosario Central,+2,151,53,47,51
Estudiantes (LP),Newells,0,150,54,42,54
Estudiantes (LP),Lanus,+19,137,56,44,37
Estudiantes (LP),Ferro,+18,136,56,42,38
Estudiantes (LP),Argentinos,+6,128,49,36,43
Estudiantes (LP),Platense,+23,119,56,30,33
Estudiantes (LP),Atlanta,+20,108,51,26,31
Estudiantes (LP),Chacarita,+17,106,46,31,29
Estudiantes (LP),Banfield,+4,105,40,29,36
Estudiantes (LP),Colon,-16,80,19,26,35
Estudiantes (LP),Tigre,+20,78,42,14,22
Estudiantes (LP),Quilmes,+21,73,38,18,17
Estudiantes (LP),Union,+21,64,32,21,11
Estudiantes (LP),Talleres (C),+3,55,21,16,18
Estudiantes (LP),Instituto,+3,34,13,11,10
Estudiantes (LP),Belgrano,0,34,11,12,11
Estudiantes (LP),Arsenal,+6,32,14,10,8
Estudiantes (LP),All Boys,+10,30,17,6,7
Estudiantes (LP),Dep. Español,+4,25,10,9,6
Estudiantes (LP),Olimpo,+11,24,13,9,2
Estudiantes (LP),Godoy Cruz,+4,24,13,2,9
Estudiantes (LP),Gimnasia (J),+7,23,12,6,5
Estudiantes (LP),Racing (C),+3,22,9,7,6
Estudiantes (LP),Nueva Chicago,+8,21,12,5,4
Estudiantes (LP),Temperley,+10,20,14,2,4
Estudiantes (LP),Talleres (RdE),+3,18,9,3,6
Estudiantes (LP),San Martin (T),+6,18,9,6,3
Estudiantes (LP),Atl Tucuman,+4,15,7,5,3
Estudiantes (LP),Argentino (Q),+2,14,6,4,4
Estudiantes (LP),Estudiantes (BA),+9,13,11,0,2
Estudiantes (LP),San Martin (SJ),+1,13,6,2,5
Estudiantes (LP),Atl Rafaela,+1,12,5,3,4
Estudiantes (LP),Los Andes,+6,12,8,2,2
Estudiantes (LP),Dep Mandiyu (C),0,12,3,6,3
Estudiantes (LP),Sp. Barracas,+4,11,7,1,3
Estudiantes (LP),Sarmiento (J),+5,11,6,4,1
Estudiantes (LP),Def y Justicia,-3,10,2,3,5
Estudiantes (LP),Almagro,+8,10,9,0,1
Estudiantes (LP),Barracas Central,+4,8,4,4,0
Estudiantes (LP),Def. de Belgrano,+1,8,4,1,3
Estudiantes (LP),Cipolletti,+3,7,4,2,1
Estudiantes (LP),El Porvenir,+2,7,4,1,2
Estudiantes (LP),Chaco For Ever,+4,7,5,1,1
Estudiantes (LP),Aldosivi,+3,7,5,0,2
Estudiantes (LP),Patronato,+6,6,6,0,0
Estudiantes (LP),Central Norte (S),+5,6,5,1,0
Estudiantes (LP),Central Cba (SdE),+3,6,3,3,0
Estudiantes (LP),Gimnasia (M),0,6,2,2,2
Estudiantes (LP),Excursionistas,+1,5,3,0,2
Estudiantes (LP),San Lorenzo (MdP),+2,5,3,1,1
Estudiantes (LP),Dep. Armenio,+3,4,3,1,0
Estudiantes (LP),Union SV (C),+4,4,4,0,0
Estudiantes (LP),San Telmo,+3,4,3,1,0
Estudiantes (LP),Atl Ledesma (J),-1,4,1,1,2
Estudiantes (LP),Central Cba (R),0,4,2,0,2
Estudiantes (LP),Gimnasia (S),+1,4,2,1,1
Estudiantes (LP),Desamparados,+2,4,2,2,0
Estudiantes (LP),Juv. Antoniana,+3,3,3,0,0
Estudiantes (LP),San Martin (M),+3,3,3,0,0
Estudiantes (LP),U. Lanus-Talleres,+2,3,2,1,0
Estudiantes (LP),Kimberley (MdP),+1,2,1,1,0
Estudiantes (LP),Dep. Moron,+1,2,1,1,0
Estudiantes (LP),Sp. Italiano,0,2,0,2,0
Estudiantes (LP),Tiro Federal (R),0,2,1,0,1
Estudiantes (LP),Huracan (TA),+1,2,1,1,0
Estudiantes (LP),Colegiales,0,2,1,0,1
Estudiantes (LP),Huracan (C),0,2,0,2,0
Estudiantes (LP),Mariano Moreno (J),+1,2,1,1,0
Estudiantes (LP),U. Atlanta-Arg,+1,2,1,1,0
Estudiantes (LP),Santamarina,+1,2,1,1,0
Estudiantes (LP),Puerto Comercial (IW),+2,2,2,0,0
Estudiantes (LP),Huracan (IW),-1,2,0,1,1
Estudiantes (LP),Dock Sud,+1,2,1,1,0
Estudiantes (LP),Crucero (M),+1,1,1,0,0
Estudiantes (LP),Ind Rivadavia,+1,1,1,0,0
Estudiantes (LP),Guarani (M),+1,1,1,0,0
Estudiantes (RC),Temperley,-3,5,1,0,4
Estudiantes (RC),Altos Hornos Zapla,+2,2,2,0,0
Estudiantes (RC),Atl. Uruguay,+1,2,1,1,0
Estudiantes (RC),Boca Juniors,-1,2,0,1,1
Estudiantes (RC),San Martin (T),-1,2,0,1,1
Estudiantes (RC),Huracan,-2,2,0,0,2
Estudiantes (RC),River Plate,-1,2,0,1,1
Estudiantes (RC),Talleres (C),-2,2,0,0,2
Estudiantes (RC),Ferro,-1,2,0,1,1
Estudiantes (SdE),Argentinos,-2,2,0,0,2
Estudiantes (SdE),Atl. Concepcion (T),-2,2,0,0,2
Estudiantes (SdE),Independiente,-2,2,0,0,2
Estudiantes (SdE),Ferro,-2,2,0,0,2
Estudiantes (SdE),Union SV (C),0,2,1,0,1
Estudiantes (SdE),Union,-1,2,0,1,1
Estudiantes (SdE),San Lorenzo (MdP),-1,2,0,1,1
Estudiantes (SdE),Guarani (M),-2,2,0,0,2
Ferro,Independiente,-49,157,35,38,84
Ferro,San Lorenzo,-45,151,31,44,76
Ferro,Velez,-10,150,48,44,58
Ferro,River Plate,-60,146,26,34,86
Ferro,Racing Club,-43,143,27,46,70
Ferro,Boca Juniors,-44,140,25,46,69
Ferro,Estudiantes (LP),-18,136,38,42,56
Ferro,Gimnasia (LP),-16,126,34,42,50
Ferro,Platense,-6,123,39,39,45
Ferro,Huracan,-35,121,27,32,62
Ferro,Newells,-13,109,25,46,38
Ferro,Rosario Central,0,101,38,25,38
Ferro,Argentinos,+2,96,32,34,30
Ferro,Lanus,-3,94,30,31,33
Ferro,Atlanta,+1,94,34,27,33
Ferro,Chacarita,0,89,31,27,31
Ferro,Banfield,-5,73,19,30,24
Ferro,Tigre,-7,57,19,12,26
Ferro,Quilmes,+8,57,26,13,18
Ferro,Talleres (C),+2,45,13,21,11
Ferro,Union,+7,44,19,13,12
Ferro,Colon,0,38,12,14,12
Ferro,Dep. Español,-1,32,9,13,10
Ferro,Instituto,+8,24,13,6,5
Ferro,Estudiantes (BA),+2,19,9,3,7
Ferro,Talleres (RdE),+2,18,9,2,7
Ferro,All Boys,+5,17,8,6,3
Ferro,Belgrano,0,17,6,5,6
Ferro,Racing (C),+3,16,7,5,4
Ferro,Def. de Belgrano,+2,16,7,4,5
Ferro,Dep Mandiyu (C),+3,16,6,7,3
Ferro,Gimnasia (J),+5,15,7,6,2
Ferro,Temperley,+3,15,6,6,3
Ferro,Barracas Central,-4,14,3,4,7
Ferro,San Martin (T),+2,10,4,4,2
Ferro,Argentino (Q),+4,10,6,2,2
Ferro,Chaco For Ever,+2,8,4,2,2
Ferro,Almagro,-1,7,2,2,3
Ferro,Nueva Chicago,+3,6,4,1,1
Ferro,Sarmiento (J),+2,6,3,2,1
Ferro,Sp. Barracas,+3,6,3,3,0
Ferro,Dep. Armenio,+1,6,1,5,0
Ferro,Juv. Antoniana,+5,5,5,0,0
Ferro,Excursionistas,+1,5,2,2,1
Ferro,San Lorenzo (MdP),+4,5,4,1,0
Ferro,San Telmo,+1,4,2,1,1
Ferro,Atl Ledesma (J),+2,4,3,0,1
Ferro,Aldosivi,+2,4,3,0,1
Ferro,Atl. Concepcion (T),+1,4,2,1,1
Ferro,Central Norte (S),+3,4,3,1,0
Ferro,Los Andes,0,4,2,0,2
Ferro,Gimnasia (S),+2,4,2,2,0
Ferro,U. Lanus-Talleres,+2,3,2,1,0
Ferro,Dep. Moron,0,3,0,3,0
Ferro,Atl Tucuman,-2,3,0,1,2
Ferro,Ind Rivadavia,+2,3,2,1,0
Ferro,San Martin (M),+1,2,1,1,0
Ferro,Juv. Unida (SL),0,2,1,0,1
Ferro,Kimberley (MdP),+2,2,2,0,0
Ferro,El Porvenir,-2,2,0,0,2
Ferro,Godoy Cruz,+2,2,2,0,0
Ferro,Altos Hornos Zapla,+2,2,2,0,0
Ferro,Huracan (CR),+2,2,2,0,0
Ferro,Guarani (M),+2,2,2,0,0
Ferro,Loma Negra,0,2,1,0,1
Ferro,U. Atlanta-Arg,0,2,1,0,1
Ferro,Desamparados,0,2,0,2,0
Ferro,Sp. Italiano,+1,2,1,1,0
Ferro,Huracan (C),0,2,1,0,1
Ferro,Atl Regina (RN),+1,2,1,1,0
Ferro,Estudiantes (RC),+1,2,1,1,0
Ferro,Juv. Alianza (SJ),0,2,1,0,1
Ferro,Guemes (SdE),+2,2,2,0,0
Ferro,Central Cba (R),+1,2,1,1,0
Ferro,Estudiantes (SdE),+2,2,2,0,0
Ferro,Union SV (C),+1,2,1,1,0
Ferro,Don Orione (CH),-1,1,0,0,1
Ferro,Alte Brown,+1,1,1,0,0
Ferro,Colegiales,-1,1,0,0,1
Ferro,Gimnasia (M),-1,1,0,0,1
Ferro,Central Cba (SdE),0,1,0,1,0
Gimnasia (CdU),Union,0,2,1,0,1
Gimnasia (J),Rosario Central,-3,30,9,9,12
Gimnasia (J),Independiente,-7,27,6,8,13
Gimnasia (J),Racing Club,-8,26,6,6,14
Gimnasia (J),Velez,-15,26,3,5,18
Gimnasia (J),River Plate,-13,25,3,6,16
Gimnasia (J),Boca Juniors,-13,25,4,4,17
Gimnasia (J),Estudiantes (LP),-7,23,5,6,12
Gimnasia (J),Gimnasia (LP),-5,23,7,4,12
Gimnasia (J),Newells,-6,22,5,6,11
Gimnasia (J),San Lorenzo,-7,21,5,4,12
Gimnasia (J),Argentinos,+1,21,7,8,6
Gimnasia (J),Colon,+4,20,10,4,6
Gimnasia (J),Lanus,-5,20,5,5,10
Gimnasia (J),Banfield,-3,18,4,7,7
Gimnasia (J),Huracan,-1,17,6,4,7
Gimnasia (J),Belgrano,+1,15,6,4,5
Gimnasia (J),Ferro,-5,15,2,6,7
Gimnasia (J),Platense,+3,12,5,5,2
Gimnasia (J),Union,-1,12,4,3,5
Gimnasia (J),Talleres (C),-2,9,2,3,4
Gimnasia (J),Arsenal,+1,8,3,3,2
Gimnasia (J),Dep. Español,+3,8,4,3,1
Gimnasia (J),Quilmes,0,8,3,2,3
Gimnasia (J),Atl Tucuman,0,6,2,2,2
Gimnasia (J),Chacarita,+1,6,3,1,2
Gimnasia (J),Instituto,0,6,2,2,2
Gimnasia (J),Gimnasia (S),+1,4,1,3,0
Gimnasia (J),San Martin (SJ),-1,4,1,1,2
Gimnasia (J),Olimpo,-2,4,1,0,3
Gimnasia (J),Nueva Chicago,+1,4,2,1,1
Gimnasia (J),San Martin (T),+1,4,2,1,1
Gimnasia (J),Tigre,-3,4,0,1,3
Gimnasia (J),Central Norte (S),0,4,1,2,1
Gimnasia (J),Godoy Cruz,+2,4,2,2,0
Gimnasia (J),Temperley,+3,3,3,0,0
Gimnasia (J),Kimberley (MdP),+1,3,2,0,1
Gimnasia (J),Juv. Antoniana,0,3,0,3,0
Gimnasia (J),Atlanta,0,3,1,1,1
Gimnasia (J),Ind Rivadavia,-1,3,0,2,1
Gimnasia (J),Jorge Newbery (J),+2,2,2,0,0
Gimnasia (J),Sarmiento (R),-1,2,0,1,1
Gimnasia (J),Racing (C),-1,2,0,1,1
Gimnasia (J),Sarmiento (J),-1,2,0,1,1
Gimnasia (J),Huracan (C),0,2,0,2,0
Gimnasia (J),Tiro Federal (R),+1,2,1,1,0
Gimnasia (J),Gimnasia (M),+1,2,1,1,0
Gimnasia (J),Atl Ledesma (J),0,2,1,0,1
Gimnasia (J),Dep Mandiyu (C),-1,2,0,1,1
Gimnasia (J),Chaco For Ever,+1,1,1,0,0
Gimnasia (J),Desamparados,-1,1,0,0,1
Gimnasia (LP),River Plate,-53,179,41,44,94
Gimnasia (LP),Estudiantes (LP),-16,174,48,62,64
Gimnasia (LP),San Lorenzo,-42,172,43,44,85
Gimnasia (LP),Independiente,-5,171,60,46,65
Gimnasia (LP),Velez,-20,167,54,39,74
Gimnasia (LP),Racing Club,-24,165,42,57,66
Gimnasia (LP),Boca Juniors,-49,157,36,36,85
Gimnasia (LP),Huracan,+6,140,53,40,47
Gimnasia (LP),Rosario Central,-16,133,39,39,55
Gimnasia (LP),Newells,-6,132,45,36,51
Gimnasia (LP),Lanus,+4,129,50,33,46
Gimnasia (LP),Ferro,+16,126,50,42,34
Gimnasia (LP),Argentinos,+5,124,43,43,38
Gimnasia (LP),Platense,+7,114,43,35,36
Gimnasia (LP),Banfield,-2,108,38,30,40
Gimnasia (LP),Chacarita,0,101,40,21,40
